ID,Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,lon,lat
51073,486 St Nicholas Avenue HDFC,486 St Nicholas Avenue HDFC,Housing,486 St Nicholas Avenue HDFC,486 St Nicholas Ave,,,,,,,,,,-73.948086,40.816521
51074,107 Bleecker St HDFC,107 Bleecker St HDFC,Housing,107 Bleecker St HDFC,107 Bleecker St,,,,,,,,,,-73.921126,40.695273
51075,78 South 1 Street HDFC,78 South 1 Street HDFC,Housing,78 South 1 Street HDFC,78 South 1st Street,,,,,,,,,,-73.964063,40.71474
51076,Amsterdam Gates HDFC,Amsterdam Gates HDFC,Housing,Amsterdam Gates HDFC,500 West 157 St,,,,,,,,,,-73.942367,40.832983
51077,1007-9 East 174 St HDFC,1007-9 East 174 St HDFC,Housing,1007-9 East 174 St HDFC,1007-9 E 174 St,,,,,,,,,,-73.88372,40.836027
51078,ALL PEOPLES HMSTD OF 309 HDFC,ALL PEOPLES HMSTD OF 309 HDFC,Housing,ALL PEOPLES HMSTD OF 309 HDFC,309 East 4 St,,,,,,,,,,-73.979678,40.722105
51079,223-25 East 3 Street HDFC,223-25 East 3 Street HDFC,Housing,223-25 East 3 Street HDFC,223-25 East 3 St,,,,,,,,,,-73.982017,40.722305
51080,295-97 Stanhope Street HDFC,295-97 Stanhope Street HDFC,Housing,295-97 Stanhope Street HDFC,295 Stanhope St,,,,,,,,,,-73.918908,40.702294
51081,83 Hamilton Place HDFC,83 Hamilton Place HDFC,Housing,83 Hamilton Place HDFC,83 Hamilton Place,,,,,,,,,,-73.950894,40.822846
51082,522 West 151 St HDFC,522 West 151 St HDFC,Housing,522 West 151 St HDFC,522 West 151 St,,,,,,,,,,-73.946403,40.829653
51083,775 Greene Avenue HDFC,775 Greene Avenue HDFC,Housing,775 Greene Avenue HDFC,775 Greene Ave,,,,,,,,,,-73.937137,40.690031
51084,2670 Valentine Avenue HDFC,2670 Valentine Avenue HDFC,Housing,2670 Valentine Avenue HDFC,2670 Valentine Avenue,,,,,,,,,,-73.892954,40.86587
51085,534 West 153 Street HDFC,534 West 153 Street HDFC,Housing,534 West 153 Street HDFC,534 West 153 Street,,,,,,,,,,-73.945638,40.830969
51086,1125 Sterling Place HDFC,1125 Sterling Place HDFC,Housing,1125 Sterling Place HDFC,1125 Sterling Place,,,,,,,,,,-73.94126,40.672059
51087,986 Leggett Avenue HDFC,986 Leggett Avenue HDFC,Housing,986 Leggett Avenue HDFC,986 Leggett Ave,,,,,,,,,,-73.899902,40.814584
51088,762 Cauldwell Ave HDFC,762 Cauldwell Ave HDFC,Housing,762 Cauldwell Ave HDFC,762 Cauldwell Ave,,,,,,,,,,-73.908433,40.81945
51089,1103 Franklin Avenue HDFC,1103 Franklin Avenue HDFC,Housing,1103 Franklin Avenue HDFC,1103 Franklin Ave,,,,,,,,,,-73.906458,40.82775
51090,924 Hart Street HDFC,924 Hart Street HDFC,Housing,924 Hart Street HDFC,924 Hart St,,,,,,,,,,-73.920847,40.703825
51091,330 East 139 St HDFC,330 East 139 St HDFC,Housing,330 East 139 St HDFC,330 East 139 St,,,,,,,,,,-73.924403,40.8106
51092,605 East 169 Street HDFC,605 East 169 Street HDFC,Housing,605 East 169 Street HDFC,605 East 169 Street,,,,,,,,,,-73.902276,40.831857
51093,511-15 West 138 St HDFC,511-15 West 138 St HDFC,Housing,511-15 West 138 St HDFC,515 West 138 St.,,,,,,,,,,-73.951732,40.821224
51094,153 1/2 Stanton Street HDFC,153 1/2 Stanton Street HDFC,Housing,153 1/2 Stanton Street HDFC,153 1/2 Stanton St,,,,,,,,,,-73.985188,40.720372
51095,443-45 West 37 St HDFC,443-45 West 37 St HDFC,Housing,443-45 West 37 St HDFC,445 West 37 St,,,,,,,,,,-73.996894,40.756155
51096,433 West 46 Street HDFC,433 West 46 Street HDFC,Housing,433 West 46 Street HDFC,433 West 46 St,,,,,,,,,,-73.992041,40.761561
51097,2381 Dean Street HDFC,2381 Dean Street HDFC,Housing,2381 Dean Street HDFC,2381 Dean St,,,,,,,,,,-73.908589,40.674654
51098,1493 Eastern Parkway HDFC,1493 Eastern Parkway HDFC,Housing,1493 Eastern Parkway HDFC,1493 Eastern Pkwy,,,,,,,,,,-73.918526,40.670166
51099,224 Lefferts Avenue HDFC,224 Lefferts Avenue HDFC,Housing,224 Lefferts Avenue HDFC,224 Lefferts Ave,,,,,,,,,,-73.954005,40.662117
51100,4-6 West 105 Street HDFC,4-6 West 105 Street HDFC,Housing,4-6 West 105 Street HDFC,4-6 West 105 St,,,,,,,,,,-73.961089,40.797583
51101,108 Meserole Street HDFC,108 Meserole Street HDFC,Housing,108 Meserole Street HDFC,108 Meserole Street,,,,,,,,,,-73.945598,40.707805
51102,229-31 West 111 St HDFC,229-31 West 111 St HDFC,Housing,229-31 West 111 St HDFC,229 West 111 Street,,,,,,,,,,-73.956088,40.800578
51103,492 Convent Avenue HDFC,492 Convent Avenue HDFC,Housing,492 Convent Avenue HDFC,492 Convent Ave,,,,,,,,,,-73.942643,40.82863
51104,450-52 East 165 St HDFC,450-52 East 165 St HDFC,Housing,450-52 East 165 St HDFC,450 East 165 St,,,,,,,,,,-73.909845,40.827141
51105,Clinton Corner HDFC,Clinton Corner HDFC,Housing,Clinton Corner HDFC,P.O. Box 2657,,,,,,,,,,-73.990018,40.762061
51106,1111 Southern Blvd HDFC,1111 Southern Blvd HDFC,Housing,1111 Southern Blvd HDFC,1111 Southern Blvd,,,,,,,,,,-73.891968,40.826412
51107,470 West 146 St HDFC,470 West 146 St HDFC,Housing,470 West 146 St HDFC,470 West 146 St,,,,,,,,,,-73.946518,40.825626
51108,1715 Nelson Avenue HDFC,1715 Nelson Avenue HDFC,Housing,1715 Nelson Avenue HDFC,1715 Nelson Ave,,,,,,,,,,-73.916493,40.848645
51109,509 West 160 Street HDFC,509 West 160 Street HDFC,Housing,509 West 160 Street HDFC,509 West 160 St,,,,,,,,,,-73.941335,40.835044
51110,83 Freeman St HDFC,83 Freeman St HDFC,Housing,83 Freeman St HDFC,83 Freeman St,,,,,,,,,,-73.958563,40.734119
51111,906 Simpson Street HDFC,906 Simpson Street HDFC,Housing,906 Simpson Street HDFC,906 Simpson St,,,,,,,,,,-73.893544,40.820162
51112,141 Attorney St HDFC,141 Attorney St HDFC,Housing,141 Attorney St HDFC,141 Attorney St,,,,,,,,,,-73.983745,40.71985
51113,2 Webster Avenue HDFC,2 Webster Avenue HDFC,Housing,2 Webster Avenue HDFC,2 Webster Ave,,,,,,,,,,-73.978675,40.629031
51114,127 Guernsey St HDFC,127 Guernsey St HDFC,Housing,127 Guernsey St HDFC,127 Guernsey St,,,,,,,,,,-73.953714,40.725304
51115,446-48 East 13 St HDFC,446-48 East 13 St HDFC,Housing,446-48 East 13 St HDFC,448 East 13 St,,,,,,,,,,-73.981132,40.729813
51116,The Executive HDFC,The Executive HDFC,Housing,The Executive HDFC,336 East 4 St,,,,,,,,,,-73.978803,40.721673
51117,569-71 Sterling Place HDFC,569-71 Sterling Place HDFC,Housing,569-71 Sterling Place HDFC,571 Sterling Place,,,,,,,,,,-73.959263,40.673778
51118,133 MacDonough Street HDFC,133 MacDonough Street HDFC,Housing,133 MacDonough Street HDFC,133 MacDonough St,,,,,,,,,,-73.94098,40.681343
51119,111 Linden St HDFC,111 Linden St HDFC,Housing,111 Linden St HDFC,111 Linden St,,,,,,,,,,-73.919728,40.693133
51120,230-40 Bushwick Avenue HDFC,230-40 Bushwick Avenue HDFC,Housing,230-40 Bushwick Avenue HDFC,230-40 Bushwick Ave,,,,,,,,,,-73.939902,40.707857
51121,534-6 West 152 Street HDFC,534-6 West 152 Street HDFC,Housing,534-6 West 152 Street HDFC,534-36 West 152 St,,,,,,,,,,-73.946327,40.830443
51122,614-20 East 9 Street HDFC,614-20 East 9 Street HDFC,Housing,614-20 East 9 Street HDFC,620 E 9 St,,,,,,,,,,-73.97932,40.725829
51123,654-58 Grand Street HDFC,654-58 Grand Street HDFC,Housing,654-58 Grand Street HDFC,654-58 Grand St,,,,,,,,,,-73.946205,40.711346
51124,51 Clifton Place HDFC,51 Clifton Place HDFC,Housing,51 Clifton Place HDFC,51 Clifton Place,,,,,,,,,,-73.962251,40.687903
51125,1890 Pacific Street HDFC,1890 Pacific Street HDFC,Housing,1890 Pacific Street HDFC,1890 Pacific Street,,,,,,,,,,-73.924074,40.676208
51126,172 Franklin Street HDFC,172 Franklin Street HDFC,Housing,172 Franklin Street HDFC,172 Franklin St,,,,,,,,,,-73.957756,40.731068
51127,241 South 3 Street HDFC,241 South 3 Street HDFC,Housing,241 South 3 Street HDFC,241 South 3 St,,,,,,,,,,-73.957703,40.710764
51128,1405 Prospect Place HDFC,1405 Prospect Place HDFC,Housing,1405 Prospect Place HDFC,1405 Prospect Pl,,,,,,,,,,-73.929992,40.673245
51129,1019 Longwood Ave HDFC,1019 Longwood Ave HDFC,Housing,1019 Longwood Ave HDFC,1019 Longwood Avenue,,,,,,,,,,-73.896608,40.81658
51130,29-33 Convent Ave HDFC,29-33 Convent Ave HDFC,Housing,29-33 Convent Ave HDFC,33 Convent Avenue,,,,,,,,,,-73.953069,40.814067
51131,2017 Grand Concourse HDFC,2017 Grand Concourse HDFC,Housing,2017 Grand Concourse HDFC,2017 Grand Concourse,,,,,,,,,,-73.904508,40.85181
51132,639 President Street HDFC,639 President Street HDFC,Housing,639 President Street HDFC,639 President Street,,,,,,,,,,-73.981556,40.676037
51133,66 Avenue C HDFC,66 Avenue C HDFC,Housing,66 Avenue C HDFC,66 Ave C,,,,,,,,,,-73.979823,40.722708
51134,591 Kosciusko St HDFC,591 Kosciusko St HDFC,Housing,591 Kosciusko St HDFC,591 Kosciusko St,,,,,,,,,,-73.930724,40.693072
51135,340 Manhattan Avenue HDFC,340 Manhattan Avenue HDFC,Housing,340 Manhattan Avenue HDFC,340 Manhattan Ave,,,,,,,,,,-73.957616,40.803906
51136,943 Amsterdam Ave HDFC,943 Amsterdam Ave HDFC,Housing,943 Amsterdam Ave HDFC,943 Amsterdam Ave,,,,,,,,,,-73.965499,40.800667
51137,100 West 121 Street HDFC,100 West 121 Street HDFC,Housing,100 West 121 Street HDFC,100 West 121 St,,,,,,,,,,-73.947666,40.805312
51138,614 West 136 St HDFC,614 West 136 St HDFC,Housing,614 West 136 St HDFC,614 W 136 St,,,,,,,,,,-73.955509,40.821124
51139,870 Riverside Drive HDFC,870 Riverside Drive HDFC,Housing,870 Riverside Drive HDFC,870 Riverside Drive,,,,,,,,,,-73.946648,40.836779
51140,580 Morgan Avenue HDFC,580 Morgan Avenue HDFC,Housing,580 Morgan Avenue HDFC,580 Morgan Ave,,,,,,,,,,-73.939525,40.724461
51141,Palmares HDFC,Palmares HDFC,Housing,Palmares HDFC,544 West 147 St,,,,,,,,,,-73.948927,40.827442
51142,1055 Bergen St HDFC,1055 Bergen St HDFC,Housing,1055 Bergen St HDFC,1055 Bergen St,,,,,,,,,,-73.951488,40.676205
51143,Park Avenue Hall HDFC,Park Avenue Hall HDFC,Housing,Park Avenue Hall HDFC,1351 Park Avenue,,,,,,,,,,-73.949798,40.790038
51144,757 East 169 Street HDFC,757 East 169 Street HDFC,Housing,757 East 169 Street HDFC,757 East 169 St,,,,,,,,,,-73.899895,40.830959
51145,575 Warren Street HDFC,575 Warren Street HDFC,Housing,575 Warren Street HDFC,575 Warren St,,,,,,,,,,-73.981382,40.681589
51146,228-32 Crystal Street HDFC,228-32 Crystal Street HDFC,Housing,228-32 Crystal Street HDFC,228 Crystal St,,,,,,,,,,-73.873875,40.67306
51147,251 East 204 Street HDFC,251 East 204 Street HDFC,Housing,251 East 204 Street HDFC,251 East 204 St,,,,,,,,,,-73.884288,40.87419
51148,205 East Broadway HDFC,205 East Broadway HDFC,Housing,205 East Broadway HDFC,205 East Broadway,,,,,,,,,,-73.987926,40.714223
51149,1225 Boston Road HDFC,1225 Boston Road HDFC,Housing,1225 Boston Road HDFC,1225 Boston Road,,,,,,,,,,-73.901839,40.829966
51150,1059 Bedford Avenue HDFC,1059 Bedford Avenue HDFC,Housing,1059 Bedford Avenue HDFC,1059 Bedford Ave,,,,,,,,,,-73.954723,40.687609
51151,2146 Cortelyou Road HDFC,2146 Cortelyou Road HDFC,Housing,2146 Cortelyou Road HDFC,2146 Cortelyou Road,,,,,,,,,,-73.95708,40.644025
51152,46-50 Rivington Street HDFC,46-50 Rivington Street HDFC,Housing,46-50 Rivington Street HDFC,46-50 Rivington St,,,,,,,,,,-73.990855,40.720866
51153,453 West 54 Street HDFC,453 West 54 Street HDFC,Housing,453 West 54 Street HDFC,453 West 54 St,,,,,,,,,,-73.989625,40.767087
51154,168 Norfolk Street HDFC,168 Norfolk Street HDFC,Housing,168 Norfolk Street HDFC,168 Norfolk St,,,,,,,,,,-73.985987,40.721028
51155,40 Tiemann Place HDFC,40 Tiemann Place HDFC,Housing,40 Tiemann Place HDFC,40 Tiemann Place,,,,,,,,,,-73.959087,40.815214
51156,543 Graham Avenue HDFC,543 Graham Avenue HDFC,Housing,543 Graham Avenue HDFC,543 Graham Ave,,,,,,,,,,-73.947116,40.721766
51157,352 W 115 St/8 MSN HDFC,352 W 115 St/8 MSN HDFC,Housing,352 W 115 St/8 MSN HDFC,352 W 115 St,,,,,,,,,,-73.95792,40.804576
51158,West 141 Street Tenants HDFC,West 141 Street Tenants HDFC,Housing,West 141 Street Tenants HDFC,552 West 141 St,,,,,,,,,,-73.951479,40.823505
51159,219-29 West 144 Street HDFC,219-29 West 144 Street HDFC,Housing,219-29 West 144 Street HDFC,219 West 144th Street,,,,,,,,,,-73.940625,40.821442
51160,101 Linden St HDFC,101 Linden St HDFC,Housing,101 Linden St HDFC,101 Linden Street,,,,,,,,,,-73.920017,40.692837
51161,406 West 47 Street HDFC,406 West 47 Street HDFC,Housing,406 West 47 Street HDFC,406 West 47 St,,,,,,,,,,-73.990864,40.761811
51162,405 West 48 Street HDFC,405 West 48 Street HDFC,Housing,405 West 48 Street HDFC,405 West 48 Street,,,,,,,,,,-73.990418,40.762502
51163,897-903 Empire Boulevard HDFC,897-903 Empire Boulevard HDFC,Housing,897-903 Empire Boulevard HDFC,897 Empire Blvd,,,,,,,,,,-73.932486,40.663562
51164,762 Tenth Avenue HDFC,762 Tenth Avenue HDFC,Housing,762 Tenth Avenue HDFC,762 10 Ave,,,,,,,,,,-73.990951,40.765792
51165,590 Southern Blvd HDFC,590 Southern Blvd HDFC,Housing,590 Southern Blvd HDFC,590 Southern Blvd,,,,,,,,,,-73.901789,40.812773
51166,821 Prospect Place HDFC,821 Prospect Place HDFC,Housing,821 Prospect Place HDFC,821 Prospect Place,,,,,,,,,,-73.949189,40.674288
51167,523-27 West 143 Street HDFC,523-27 West 143 Street HDFC,Housing,523-27 West 143 Street HDFC,527 West 143 St,,,,,,,,,,-73.950473,40.824777
51168,533 West 145 Street HDFC,533 West 145 Street HDFC,Housing,533 West 145 Street HDFC,533 West 145 Street,,,,,,,,,,-73.949403,40.826026
51169,562 West 149 Street HDFC,562 West 149 Street HDFC,Housing,562 West 149 Street HDFC,562 West 149 St,,,,,,,,,,-73.947914,40.828655
51170,823 East 147 Street HDFC,823 East 147 Street HDFC,Housing,823 East 147 Street HDFC,823 East 147 St,,,,,,,,,,-73.906188,40.811103
51171,92 St Nicholas Avenue HDFC,92 St Nicholas Avenue HDFC,Housing,92 St Nicholas Avenue HDFC,92 St Nicholas Ave,,,,,,,,,,-73.95237,40.802031
51172,500 West 174 Street HDFC,500 West 174 Street HDFC,Housing,500 West 174 Street HDFC,500 West 174 St,,,,,,,,,,-73.934531,40.843696
51173,100-18 Northern Blvd HDFC,100-18 Northern Blvd HDFC,Housing,100-18 Northern Blvd HDFC,100-18 Northern Blvd,,,,,,,,,,-73.867719,40.757387
51174,638 Warren Street HDFC,638 Warren Street HDFC,Housing,638 Warren Street HDFC,638 Warren St,,,,,,,,,,-73.980009,40.681001
51175,1885-93 Seventh Avenue HDFC,1885-93 Seventh Avenue HDFC,Housing,1885-93 Seventh Avenue HDFC,1893 Seventh Ave,,,,,,,,,,-73.952996,40.802297
51176,160-64 East 2 Street HDFC,160-64 East 2 Street HDFC,Housing,160-64 East 2 Street HDFC,160-64 East 2 Street,,,,,,,,,,-73.985187,40.722778
51177,102-04 Front Street HDFC,102-04 Front Street HDFC,Housing,102-04 Front Street HDFC,104 Front St,,,,,,,,,,-73.988738,40.702487
51178,1031 Manhattan Avenue HDFC,1031 Manhattan Avenue HDFC,Housing,1031 Manhattan Avenue HDFC,1031 Manhattan Ave,,,,,,,,,,-73.954937,40.734138
51179,628 East 9 Street HDFC,628 East 9 Street HDFC,Housing,628 East 9 Street HDFC,628 East 9 St,,,,,,,,,,-73.979086,40.725731
51180,156 St. Marks Avenue HDFC,156 St. Marks Avenue HDFC,Housing,156 St. Marks Avenue HDFC,156 St Marks Ave,,,,,,,,,,-73.971293,40.678992
51181,498 Pennsylvania Avenue HDFC,498 Pennsylvania Avenue HDFC,Housing,498 Pennsylvania Avenue HDFC,498 Pennsylvania Ave,,,,,,,,,,-73.894171,40.665141
51182,547 West 147 Street HDFC,547 West 147 Street HDFC,Housing,547 West 147 Street HDFC,547 west 147th street,,,,,,,,,,-73.948761,40.827434
51183,250 East 178 St HDFC,250 East 178 St HDFC,Housing,250 East 178 St HDFC,250 East 178 Street,,,,,,,,,,-73.903201,40.850119
51184,343-45 Bedford Avenue HDFC,343-45 Bedford Avenue HDFC,Housing,343-45 Bedford Avenue HDFC,343-45 Bedford Ave,,,,,,,,,,-73.962718,40.712127
51185,155 East 2 St HDFC,155 East 2 St HDFC,Housing,155 East 2 St HDFC,155 East 2 St,,,,,,,,,,-73.985339,40.722782
51186,741 St Nicholas Avenue HDFC,741 St Nicholas Avenue HDFC,Housing,741 St Nicholas Avenue HDFC,741 St Nicholas Ave,,,,,,,,,,-73.943879,40.825548
51187,525 West 138 Street HDFC,525 West 138 Street HDFC,Housing,525 West 138 Street HDFC,525 West 138 St,,,,,,,,,,-73.952188,40.821413
51188,Phoenix Homesteaders HDFC,Phoenix Homesteaders HDFC,Housing,Phoenix Homesteaders HDFC,851 Fox St,,,,,,,,,,-73.895975,40.817881
51189,951 Manhattan Ave HDFC,951 Manhattan Ave HDFC,Housing,951 Manhattan Ave HDFC,951 Manhattan Ave,,,,,,,,,,-73.954559,40.731796
51190,850 Southern Blvd HDFC,850 Southern Blvd HDFC,Housing,850 Southern Blvd HDFC,850 Southern Blvd,,,,,,,,,,-73.894815,40.817635
51191,2674 Valentine Avenue HDFC,2674 Valentine Avenue HDFC,Housing,2674 Valentine Avenue HDFC,2674 Valentine Ave,,,,,,,,,,-73.892902,40.86597
51192,415 East 12 Street HDFC,415 East 12 Street HDFC,Housing,415 East 12 Street HDFC,415 East 12 Street,,,,,,,,,,-73.982692,40.729695
51193,RIVPIN HDFC,RIVPIN HDFC,Housing,RIVPIN HDFC,515 East 13 St,,,,,,,,,,-73.980044,40.729412
51194,220 Lee Avenue HDFC,220 Lee Avenue HDFC,Housing,220 Lee Avenue HDFC,220 Lee Ave,,,,,,,,,,-73.954979,40.701244
51195,465 Eastern Parkway HDFC,465 Eastern Parkway HDFC,Housing,465 Eastern Parkway HDFC,465 Eastern Parkway,,,,,,,,,,-73.952659,40.67018
51196,1299-1303 Dean Street HDFC,1299-1303 Dean Street HDFC,Housing,1299-1303 Dean Street HDFC,1299 Dean St,,,,,,,,,,-73.945904,40.676678
51197,176 Stuyvesant Avenue HDFC,176 Stuyvesant Avenue HDFC,Housing,176 Stuyvesant Avenue HDFC,176 Stuyvesant St,,,,,,,,,,-73.933373,40.689363
51198,AHONA HDFC,AHONA HDFC,Housing,AHONA HDFC,606 East 11th Street,,,,,,,,,,-73.979099,40.727273
51199,58 West 105 Street HDFC,58 West 105 Street HDFC,Housing,58 West 105 Street HDFC,58 W 105th St,,,,,,,,,,-73.962658,40.798242
51200,125 Schnectady Avenue HDFC,125 Schnectady Avenue HDFC,Housing,125 Schnectady Avenue HDFC,125 Schnectady Ave,,,,,,,,,,-73.93331,40.674772
51201,320 West 111 Street HDFC,320 West 111 Street HDFC,Housing,320 West 111 Street HDFC,320 West 111 St,,,,,,,,,,-73.958898,40.801702
51202,300-302 East 119 St HDFC,300-302 East 119 St HDFC,Housing,300-302 East 119 St HDFC,302 E 119th Street,,,,,,,,,,-73.935993,40.798752
51203,651 Madison Street HDFC,651 Madison Street HDFC,Housing,651 Madison Street HDFC,250 Madison Ave,,,,,,,,,,-73.948765,40.684896
51204,1500 Boston Road HDFC,1500 Boston Road HDFC,Housing,1500 Boston Road HDFC,1500 Boston Road,,,,,,,,,,-73.893671,40.835312
51205,106-01 37 Ave Homesteaders HDFC,106-01 37 Ave Homesteaders HDFC,Housing,106-01 37 Ave Homesteaders HDFC,106-01 37 Ave,,,,,,,,,,-73.861997,40.754034
51206,67 Malcolm X Blvd HDFC,67 Malcolm X Blvd HDFC,Housing,67 Malcolm X Blvd HDFC,67 Malcolm X Blvd,,,,,,,,,,-73.930801,40.691751
51207,785 East 181 Street HDFC,785 East 181 Street HDFC,Housing,785 East 181 Street HDFC,785 East 181 St,,,,,,,,,,-73.885108,40.847462
51208,274 East 194 Street HDFC,274 East 194 Street HDFC,Housing,274 East 194 Street HDFC,274 East 194 St,,,,,,,,,,-73.892334,40.864731
51209,128-32 Eldridge St HDFC,128-32 Eldridge St HDFC,Housing,128-32 Eldridge St HDFC,132 Eldridge Street,,,,,,,,,,-73.991607,40.718803
51210,1551 Park Place HDFC,1551 Park Place HDFC,Housing,1551 Park Place HDFC,1551 Park Place,,,,,,,,,,-73.925991,40.672142
51211,25 Madison Street HDFC,25 Madison Street HDFC,Housing,25 Madison Street HDFC,25 Madison St,,,,,,,,,,-73.958133,40.683873
51212,FLOW HDFC,FLOW HDFC,Housing,FLOW HDFC,188 East 3 Street,,,,,,,,,,-73.983684,40.722944
51213,134-36 Cambridge Place HDFC,134-36 Cambridge Place HDFC,Housing,134-36 Cambridge Place HDFC,136 Cambridge Place,,,,,,,,,,-73.962791,40.683303
51214,89 Lefferts Place HDFC,89 Lefferts Place HDFC,Housing,89 Lefferts Place HDFC,89 Lefferts Place,,,,,,,,,,-73.95983,40.681126
51215,666-68 Broadway HDFC,666-68 Broadway HDFC,Housing,666-68 Broadway HDFC,668 Broadway,,,,,,,,,,-73.94439,40.702143
51216,225-227 South 3 St HDFC,225-227 South 3 St HDFC,Housing,225-227 South 3 St HDFC,225-27 South 3 St,,,,,,,,,,-73.958423,40.711026
51217,274-76 South 2 Street HDFC,274-76 South 2 Street HDFC,Housing,274-76 South 2 Street HDFC,274-76 South 2nd St,,,,,,,,,,-73.956983,40.71136
51218,108 Seigel Street HDFC,108 Seigel Street HDFC,Housing,108 Seigel Street HDFC,108 Seigel Street,,,,,,,,,,-73.942107,40.704504
51219,514 East 13 St HDFC,514 East 13 St HDFC,Housing,514 East 13 St HDFC,"1284 84 Street, Brooklyn, NY",,,,,,,,,,-73.944191,40.678299
51220,575 Ocean Avenue HDFC,575 Ocean Avenue HDFC,Housing,575 Ocean Avenue HDFC,575 Ocean Ave,,,,,,,,,,-73.960715,40.648646
51221,17 Pennsylvania Avenue HDFC,17 Pennsylvania Avenue HDFC,Housing,17 Pennsylvania Avenue HDFC,17 Pennsylvania Ave,,,,,,,,,,-73.897366,40.677705
51222,2728 Broadway HDFC,2728 Broadway HDFC,Housing,2728 Broadway HDFC,2728 Broadway,,,,,,,,,,-73.967945,40.800126
51223,157 East 2 Street HDFC,157 East 2 Street HDFC,Housing,157 East 2 Street HDFC,157 East 2nd Street,,,,,,,,,,-73.985094,40.72268
51224,229 East 4 Street HDFC,229 East 4 Street HDFC,Housing,229 East 4 Street HDFC,229 East 4 St,,,,,,,,,,-73.983082,40.723542
51225,314-16-18 West 36th Street HDFC,314-16-18 West 36th Street HDFC,Housing,314-16-18 West 36th Street HDFC,316 West 36 Street,,,,,,,,,,-73.993388,40.753819
51226,504 West 48 Street HDFC,504 West 48 Street HDFC,Housing,504 West 48 Street HDFC,504 West 48 STreet,,,,,,,,,,-73.993249,40.763632
51227,32-34 East 2 Street HDFC,32-34 East 2 Street HDFC,Housing,32-34 East 2 Street HDFC,32-34 East 2 St,,,,,,,,,,-73.990549,40.725048
51228,38 Downing Street HDFC,38 Downing Street HDFC,Housing,38 Downing Street HDFC,38 Downing St,,,,,,,,,,-74.003996,40.729204
51229,130 West 26th Street HDFC,130 West 26th Street HDFC,Housing,130 West 26th Street HDFC,130 W 26th St,,,,,,,,,,-73.992758,40.745333
51230,503-05 West 141 Street HDFC,503-05 West 141 Street HDFC,Housing,503-05 West 141 Street HDFC,503-05 West 141 Street,,,,,,,,,,-73.950092,40.82298
51231,111 West 106th Street HDFC,111 West 106th Street HDFC,Housing,111 West 106th Street HDFC,111 West 106 Street,,,,,,,,,,-73.963492,40.799532
51232,Duke Ellington Trio HDFC,Duke Ellington Trio HDFC,Housing,Duke Ellington Trio HDFC,151-55 W 106th Street,,,,,,,,,,-73.964834,40.800106
51233,498 West 133 St HDFC,498 West 133 St HDFC,Housing,498 West 133 St HDFC,498 West 133 St,,,,,,,,,,-73.952946,40.817486
51234,Desperation HDFC,Desperation HDFC,Housing,Desperation HDFC,678 St Nicholas Ave,,,,,,,,,,-73.944932,40.823289
51235,464 West 152 Street HDFC,464 West 152 Street HDFC,Housing,464 West 152 Street HDFC,464 West 152 St,,,,,,,,,,-73.943465,40.829229
